Time (s),X-X_0 (m)
0,0
0.00416666666666667,0.00213940677966102
0.00833333333333333,0.00453050847457627
0.0125,0.00694872881355932
0.0166666666666667,0.009675
0.0208333333333333,0.0124601694915254
0.025,0.0154118644067797
0.0291666666666667,0.0186262711864407
0.0333333333333333,0.0219161016949153
0.0375,0.0254529661016949
0.0416666666666667,0.0290830508474576
0.0458333333333333,0.0328495762711864
0.05,0.0367906779661017
0.0541666666666667,0.0408648305084746
0.0583333333333333,0.0451915254237288
0.0625,0.049671186440678
0.0666666666666667,0.0542809322033898
0.0708333333333333,0.0591050847457627
0.075,0.0640050847457627
0.0791666666666667,0.0691889830508474
0.0833333333333333,0.0744622881355932
0.0875,0.079925
0.0916666666666667,0.085592372881356
0.0958333333333333,0.0913932203389831
0.1,0.0974271186440678
0.104166666666667,0.103523728813559
0.108333333333333,0.109936440677966
0.1125,0.116449576271186
0.116666666666667,0.123077118644068
0.120833333333333,0.129852542372881
0.125,0.136754661016949
0.129166666666667,0.143897457627119
0.133333333333333,0.151015677966102
0.1375,0.158463559322034
0.141666666666667,0.165954661016949
0.145833333333333,0.173645338983051
