Time (s),X-X_0 (m)
0,0
0.00416666666666667,0.000698305084745761
0.00833333333333333,0.00139406779661017
0.0125,0.00200296610169491
0.0166666666666667,0.0026728813559322
0.0208333333333333,0.00334745762711864
0.025,0.00398177966101695
0.0291666666666667,0.00461694915254237
0.0333333333333333,0.00534618644067797
0.0375,0.00605508474576271
0.0416666666666667,0.00675466101694915
0.0458333333333333,0.00746906779661017
0.05,0.00813432203389831
0.0541666666666667,0.00882881355932203
0.0583333333333333,0.00950720338983051
0.0625,0.010221186440678
0.0666666666666667,0.0108809322033898
0.0708333333333333,0.0115419491525424
0.075,0.0122364406779661
0.0791666666666667,0.0128838983050848
0.0833333333333333,0.0135627118644068
0.0875,0.0142347457627119
0.0916666666666667,0.0149292372881356
0.0958333333333333,0.0155627118644068
0.1,0.0162161016949153
0.104166666666667,0.0168707627118644
0.108333333333333,0.0175177966101695
0.1125,0.0182016949152542
0.116666666666667,0.0188631355932203
0.120833333333333,0.0195389830508475
0.125,0.020264406779661
0.129166666666667,0.0209872881355932
0.133333333333333,0.0217033898305085
0.1375,0.0224576271186441
0.141666666666667,0.0231694915254237
0.145833333333333,0.0238631355932203
