Time (s),X-X_0 (m)
0,0
0.00416666666666667,0.00209586776859504
0.00833333333333333,0.00432107438016529
0.0125,0.00668305785123967
0.0166666666666667,0.00924752066115702
0.0208333333333333,0.0119640495867769
0.025,0.0149462809917355
0.0291666666666667,0.0179297520661157
0.0333333333333333,0.0211661157024793
0.0375,0.0245657024793389
0.0416666666666667,0.028103305785124
0.0458333333333333,0.0318161157024793
0.05,0.0356367768595041
0.0541666666666667,0.0397347107438016
0.0583333333333333,0.0439256198347108
0.0625,0.0483280991735537
0.0666666666666667,0.0528512396694215
0.0708333333333333,0.057547520661157
0.075,0.0624528925619835
0.0791666666666667,0.0674735537190083
0.0833333333333333,0.0726938016528926
0.0875,0.078101652892562
0.0916666666666667,0.083651652892562
0.0958333333333333,0.0894359504132231
0.1,0.095302479338843
0.104166666666667,0.101504132231405
0.108333333333333,0.107711157024793
0.1125,0.11419173553719
0.116666666666667,0.120802066115702
0.120833333333333,0.127490909090909
0.125,0.134467355371901
0.129166666666667,0.141452066115703
0.133333333333333,0.148724380165289
0.1375,0.156035950413223
0.141666666666667,0.163539256198347
0.145833333333333,0.171260330578512
