Time (s),X-X_0 (m)
0,0
0.00416666666666667,0.00210708661417323
0.00833333333333333,0.00428110236220473
0.0125,0.00671929133858268
0.0166666666666667,0.00924094488188977
0.0208333333333333,0.0119814960629921
0.025,0.0148606299212598
0.0291666666666667,0.0178515748031496
0.0333333333333333,0.021107874015748
0.0375,0.0244570866141732
0.0416666666666667,0.0279866141732284
0.0458333333333333,0.0316925196850394
0.05,0.0354661417322835
0.0541666666666667,0.0395818897637795
0.0583333333333333,0.0437086614173229
0.0625,0.0480562992125984
0.0666666666666667,0.0525547244094488
0.0708333333333333,0.0571956692913386
0.075,0.0620492125984252
0.0791666666666667,0.0670035433070866
0.0833333333333333,0.0721712598425197
0.0875,0.0774173228346457
0.0916666666666667,0.0829685039370079
0.0958333333333333,0.0886602362204724
0.1,0.0944429133858268
0.104166666666667,0.100449606299213
0.108333333333333,0.106594094488189
0.1125,0.11296968503937
0.116666666666667,0.11937125984252
0.120833333333333,0.126011811023622
0.125,0.132790551181102
0.129166666666667,0.139623622047244
0.133333333333333,0.146775984251969
