Time (s),X-X_0 (m)
0,0
0.00416666666666667,0.000803278688524587
0.00833333333333333,0.00165778688524589
0.0125,0.00243729508196721
0.0166666666666667,0.00326475409836065
0.0208333333333333,0.00410901639344262
0.025,0.00491844262295081
0.0291666666666667,0.0057389344262295
0.0333333333333333,0.00660368852459016
0.0375,0.00747827868852458
0.0416666666666667,0.00831270491803277
0.0458333333333333,0.00923319672131146
0.05,0.0101389344262295
0.0541666666666667,0.0110397540983606
0.0583333333333333,0.012005737704918
0.0625,0.0129040983606557
0.0666666666666667,0.0138045081967213
0.0708333333333333,0.0147467213114754
0.075,0.0156204918032787
0.0791666666666667,0.0165311475409836
0.0833333333333333,0.0174487704918033
0.0875,0.018397131147541
0.0916666666666667,0.0193643442622951
0.0958333333333333,0.0203061475409836
0.1,0.0212848360655737
0.104166666666667,0.0222274590163934
0.108333333333333,0.023227868852459
0.1125,0.0242229508196721
0.116666666666667,0.0252032786885246
0.120833333333333,0.0262053278688524
0.125,0.0271905737704918
0.129166666666667,0.0282368852459016
0.133333333333333,0.0292930327868852
0.1375,0.0303360655737704
0.141666666666667,0.0314008196721311
0.145833333333333,0.0324770491803278
0.15,0.0335319672131147
