Time (s),X-X_0 (m)
0,0
0.00416666666666667,0.000770472440944883
0.00833333333333333,0.00150826771653544
0.0125,0.00228897637795276
0.0166666666666667,0.00310629921259843
0.0208333333333333,0.00389330708661417
0.025,0.00471653543307087
0.0291666666666667,0.00553740157480315
0.0333333333333333,0.00638070866141733
0.0375,0.00723267716535434
0.0416666666666667,0.00808976377952756
0.0458333333333333,0.00890354330708662
0.05,0.00976456692913387
0.0541666666666667,0.0105976377952756
0.0583333333333333,0.0114228346456693
0.0625,0.0123118110236221
0.0666666666666667,0.0131826771653543
0.0708333333333333,0.0140685039370079
0.075,0.0149374015748032
0.0791666666666667,0.0158472440944882
0.0833333333333333,0.0167574803149606
0.0875,0.0176704724409449
0.0916666666666667,0.0185779527559055
0.0958333333333333,0.0194814960629921
0.1,0.0204145669291339
0.104166666666667,0.021338188976378
0.108333333333333,0.0222944881889764
0.1125,0.0232366141732284
0.116666666666667,0.0241779527559055
0.120833333333333,0.025186220472441
0.125,0.0261814960629921
0.129166666666667,0.0272106299212599
0.133333333333333,0.0282267716535433
