Time (s),X-X_0 (m)
0,0
0.00416666666666667,0.000833333333333334
0.00833333333333333,0.00155284552845528
0.0125,0.00228739837398374
0.0166666666666667,0.00305650406504065
0.0208333333333333,0.00385284552845528
0.025,0.00459430894308943
0.0291666666666667,0.00537317073170731
0.0333333333333333,0.00613536585365853
0.0375,0.00695731707317073
0.0416666666666667,0.00775365853658536
0.0458333333333333,0.00853252032520325
0.05,0.00932520325203251
0.0541666666666667,0.0101666666666667
0.0583333333333333,0.0109853658536585
0.0625,0.011840243902439
0.0666666666666667,0.0126626016260163
0.0708333333333333,0.0134845528455284
0.075,0.0143646341463415
0.0791666666666667,0.0152032520325203
0.0833333333333333,0.0160369918699187
0.0875,0.016919918699187
0.0916666666666667,0.0177252032520325
0.0958333333333333,0.018630081300813
0.1,0.0195150406504065
0.104166666666667,0.0204085365853658
0.108333333333333,0.0212792682926829
0.1125,0.0222081300813008
0.116666666666667,0.0231569105691057
0.120833333333333,0.0240589430894309
0.125,0.0249609756097561
0.129166666666667,0.0259032520325203
0.133333333333333,0.0268772357723577
0.1375,0.0278455284552845
0.141666666666667,0.0287581300813008
0.145833333333333,0.0297654471544715
0.15,0.030730081300813
