time (s),Y-y_0 (m)
0,0
0.00416666666666667,0.00344666666666667
0.00833333333333333,0.00689230769230769
0.0125,0.0107061538461538
0.0166666666666667,0.0143651282051282
0.0208333333333333,0.0182205128205128
0.025,0.0223635897435897
0.0291666666666667,0.0265569230769231
0.0333333333333333,0.0311082051282051
0.0375,0.0355174358974359
0.0416666666666667,0.040388717948718
0.0458333333333333,0.0452
0.05,0.0500923076923077
0.0541666666666667,0.0552912820512821
0.0583333333333333,0.0604574358974359
0.0625,0.0659851282051282
0.0666666666666667,0.0716046153846154
0.0708333333333333,0.0774210256410256
0.075,0.0833097435897436
0.0791666666666667,0.0893861538461539
0.0833333333333333,0.0955764102564103
0.0875,0.102015897435897
0.0916666666666667,0.108540512820513
0.0958333333333333,0.115324615384615
0.1,0.122153333333333
0.104166666666667,0.12908358974359
0.108333333333333,0.136085641025641
0.1125,0.143288717948718
0.116666666666667,0.150502051282051
0.120833333333333,0.157932820512821
0.125,0.165564102564103
0.129166666666667,0.17318
0.133333333333333,0.181171282051282
0.1375,0.189206153846154
0.141666666666667,0.197429743589744
0.145833333333333,0.205931794871795
0.15,0.214532307692308
0.154166666666667,0.223317435897436
0.158333333333333,0.232242564102564
0.1625,0.241419487179487
0.166666666666667,0.250628205128205
0.170833333333333,0.260097435897436
0.175,0.269645128205128
0.179166666666667,0.279307692307692
0.183333333333333,0.289211282051282
0.1875,0.299205641025641
0.191666666666667,0.309454358974359
0.195833333333333,0.31976717948718
0.2,0.330282051282051
0.204166666666667,0.340915897435897
