time (s),Y-y_0 (m)
0,0
0.00416666666666667,0.00314716049382716
0.0125,0.00947753086419753
0.0166666666666667,0.0129812345679012
0.0208333333333333,0.0163249382716049
0.025,0.0200325925925926
0.0291666666666667,0.0237688888888889
0.0333333333333333,0.0277777777777778
0.0375,0.0319328395061728
0.0416666666666667,0.0360518518518518
0.0458333333333333,0.0406444444444444
0.05,0.0450592592592593
0.0541666666666667,0.0497575308641975
0.0583333333333333,0.054443950617284
0.0625,0.0595506172839506
0.0666666666666667,0.0646814814814815
0.0708333333333333,0.0698483950617284
0.075,0.0754572839506173
0.0791666666666667,0.0809960493827161
0.0833333333333333,0.0867614814814815
0.0875,0.0927634567901235
0.0916666666666667,0.0986632098765432
0.0958333333333333,0.105001481481481
0.1,0.111380740740741
0.104166666666667,0.11797975308642
0.108333333333333,0.12438024691358
0.1125,0.131058765432099
0.116666666666667,0.137939259259259
0.120833333333333,0.144766419753086
0.125,0.151900740740741
0.129166666666667,0.159024691358025
0.133333333333333,0.166504197530864
0.1375,0.174024197530864
0.141666666666667,0.181675061728395
0.145833333333333,0.189542222222222
0.15,0.197591604938272
0.154166666666667,0.205891358024691
0.158333333333333,0.214238518518518
0.1625,0.222862222222222
0.166666666666667,0.231612839506173
0.170833333333333,0.240494320987654
0.175,0.249556049382716
0.179166666666667,0.258580740740741
0.183333333333333,0.267877530864197
0.1875,0.277175308641975
0.191666666666667,0.286768395061728
0.195833333333333,0.296454814814815
0.2,0.30616
0.204166666666667,0.316348641975309
0.208333333333333,0.326538271604938
0.2125,0.336886419753086
0.216666666666667,0.347263703703704
