time (s),Y-y_0 (m)
0,0
0.00416666666666667,0.00299139240506329
0.00833333333333333,0.00634987341772152
0.0125,0.00982126582278481
0.0166666666666667,0.0133984810126582
0.0208333333333333,0.0171913924050633
0.025,0.0209083544303797
0.0291666666666667,0.0249493670886076
0.0333333333333333,0.0291048101265823
0.0375,0.0332693670886076
0.0416666666666667,0.0378182278481013
0.0458333333333333,0.0424491139240506
0.05,0.0472779746835443
0.0541666666666667,0.0521154430379747
0.0583333333333333,0.0571675949367089
0.0625,0.0623610126582279
0.0666666666666667,0.067686582278481
0.0708333333333333,0.0732237974683545
0.075,0.0788384810126582
0.0791666666666667,0.0847377215189874
0.0833333333333333,0.0905843037974684
0.0875,0.0968030379746835
0.0916666666666667,0.103070379746835
0.0958333333333333,0.10955746835443
0.1,0.116216202531646
0.104166666666667,0.122856202531646
0.108333333333333,0.129756455696203
0.1125,0.136731139240506
0.116666666666667,0.143796455696203
0.120833333333333,0.151091139240506
0.125,0.158303291139241
0.129166666666667,0.165929113924051
0.133333333333333,0.173555949367089
0.1375,0.181489620253165
0.141666666666667,0.189396962025316
0.145833333333333,0.197549873417722
0.15,0.205987848101266
0.154166666666667,0.214496202531646
0.158333333333333,0.223261265822785
0.1625,0.232086075949367
0.166666666666667,0.241152911392405
0.170833333333333,0.250377721518987
0.175,0.25953417721519
0.179166666666667,0.269062784810127
0.183333333333333,0.278556962025316
0.1875,0.288410632911392
0.191666666666667,0.298336708860759
0.195833333333333,0.308340253164557
0.2,0.318768607594937
0.204166666666667,0.329138227848101
0.208333333333333,0.33978582278481
0.2125,0.350398481012658
