time (s),Y-y_0 (m)
0,0
0.00416666666666667,0.00291526315789474
0.00833333333333333,0.00621736842105263
0.0125,0.00949842105263158
0.0166666666666667,0.0130894736842105
0.0208333333333333,0.0167557894736842
0.025,0.0205173684210526
0.0291666666666667,0.0244831578947368
0.0333333333333333,0.0286131578947368
0.0375,0.0329805263157895
0.0416666666666667,0.0373826315789474
0.0458333333333333,0.0421321052631579
0.05,0.0469742105263158
0.0541666666666667,0.0519978947368421
0.0583333333333333,0.0571521052631579
0.0625,0.0623284210526316
0.0666666666666667,0.0679515789473684
0.0708333333333333,0.0734936842105263
0.075,0.0793794736842105
0.0791666666666667,0.0853078947368421
0.0833333333333333,0.0913473684210526
0.0875,0.0978089473684211
0.0916666666666667,0.104080526315789
0.0958333333333333,0.11073
0.1,0.117476842105263
0.104166666666667,0.124377368421053
0.108333333333333,0.131453684210526
0.1125,0.138575263157895
0.120833333333333,0.153363684210526
0.125,0.161046315789474
0.129166666666667,0.168908421052632
0.133333333333333,0.176927894736842
0.1375,0.18521
0.141666666666667,0.193507368421053
0.145833333333333,0.202125263157895
0.15,0.210851578947368
0.154166666666667,0.219830526315789
0.158333333333333,0.229122631578947
0.1625,0.238441578947368
0.166666666666667,0.248040526315789
0.170833333333333,0.257724210526316
0.175,0.267674736842105
0.179166666666667,0.277715263157895
0.183333333333333,0.287836842105263
0.1875,0.29837947368421
0.191666666666667,0.309010526315789
0.195833333333333,0.319991578947368
0.2,0.331041578947368
0.204166666666667,0.34227947368421
0.208333333333333,0.353748421052632
