Time (s),Y-y_0 (m)
0,0
0.00416666666666667,0.00196307692307692
0.0125,0.00632571428571429
0.0166666666666667,0.0086843956043956
0.0208333333333333,0.0113094505494506
0.025,0.0139472527472527
0.0291666666666667,0.0168334065934066
0.0333333333333333,0.0198171428571429
0.0375,0.0228153846153846
0.0416666666666667,0.0260540659340659
0.0458333333333333,0.0293745054945055
0.05,0.032887032967033
0.0541666666666667,0.0364791208791209
0.0583333333333333,0.0402413186813187
0.0625,0.0441547252747253
0.0666666666666667,0.0481081318681319
0.0708333333333333,0.0522940659340659
0.075,0.0565041758241758
0.0791666666666667,0.0609340659340659
0.0833333333333333,0.0654874725274725
0.0875,0.0701024175824176
0.0916666666666667,0.0748795604395604
0.0958333333333333,0.0797301098901099
0.1,0.0847784615384615
0.104166666666667,0.0898707692307692
0.108333333333333,0.0951068131868132
0.1125,0.100495824175824
0.116666666666667,0.105878241758242
0.120833333333333,0.111481758241758
0.125,0.117062857142857
0.129166666666667,0.122907252747253
0.1375,0.134721318681319
0.141666666666667,0.140807472527473
0.145833333333333,0.146865494505494
0.15,0.153158241758242
0.154166666666667,0.159447032967033
0.158333333333333,0.165877802197802
0.1625,0.172398241758242
0.166666666666667,0.178869450549451
0.170833333333333,0.185652307692308
0.175,0.192377582417582
0.179166666666667,0.199408791208791
0.183333333333333,0.206573186813187
