Time (s),Y-y_0 (m)
0,0
0.00833333333333333,0.00455116279069767
0.0125,0.00706744186046511
0.0166666666666667,0.00998
0.0208333333333333,0.0129725581395349
0.025,0.016226511627907
0.0291666666666667,0.019486511627907
0.0333333333333333,0.0229074418604651
0.0375,0.0264795348837209
0.0416666666666667,0.0301753488372093
0.0458333333333333,0.0340744186046512
0.05,0.0380158139534884
0.0541666666666667,0.0421511627906977
0.0583333333333333,0.0464344186046512
0.0625,0.0508376744186046
0.0666666666666667,0.0554209302325581
0.0708333333333333,0.0600441860465116
0.075,0.0649237209302325
0.0791666666666667,0.0698153488372093
0.0833333333333333,0.0748655813953488
0.0875,0.0801390697674419
0.0916666666666667,0.0853548837209302
0.0958333333333333,0.0909418604651163
0.1,0.0964883720930233
0.104166666666667,0.102175813953488
0.108333333333333,0.107988372093023
0.1125,0.113882790697674
0.116666666666667,0.119979534883721
0.120833333333333,0.126067441860465
0.125,0.132406046511628
0.133333333333333,0.145300465116279
0.1375,0.151902325581395
0.141666666666667,0.158588837209302
0.145833333333333,0.165505581395349
0.15,0.172339069767442
0.154166666666667,0.179466511627907
0.158333333333333,0.186694418604651
0.1625,0.194026976744186
0.166666666666667,0.201746046511628
