Time (s),X-X_0 (m)
0.0000,0
0.0083,0.00130883720930232
0.0125,0.00202883720930233
0.0167,0.00277348837209302
0.0208,0.00347860465116279
0.0250,0.00426558139534884
0.0292,0.00505720930232558
0.0333,0.00581674418604652
0.0375,0.00654604651162791
0.0417,0.00727255813953489
0.0458,0.00806465116279071
0.0500,0.00882046511627908
0.0542,0.0096125581395349
0.0583,0.010353023255814
0.0625,0.011133488372093
0.0667,0.0118739534883721
0.0708,0.0125967441860465
0.0750,0.0134004651162791
0.0792,0.0141018604651163
0.0833,0.0148376744186047
0.0875,0.0155418604651163
0.0917,0.0162613953488372
0.0958,0.0170809302325582
0.1000,0.0177441860465116
0.1042,0.0183827906976744
0.1083,0.0190158139534884
0.1125,0.0197544186046512
0.1167,0.0205372093023256
0.1208,0.0211879069767442
0.1250,0.0218111627906977
0.1333,0.0231953488372093
0.1375,0.023919534883721
0.1417,0.0245218604651163
0.1458,0.0251962790697675
0.1500,0.0258093023255814
0.1542,0.026486511627907
0.1583,0.0271479069767442
0.1625,0.0277241860465117
0.1667,0.0283902325581396
