Time (s),Y-y_0 (m)
0,0
0.00416666666666667,0.00258746987951807
0.00833333333333333,0.00513204819277108
0.0125,0.00797686746987952
0.0166666666666667,0.0109224096385542
0.0208333333333333,0.0140053012048193
0.025,0.0173571084337349
0.0291666666666667,0.0206530120481928
0.0333333333333333,0.0242901204819277
0.0375,0.0279710843373494
0.0416666666666667,0.0318612048192771
0.0458333333333333,0.0358828915662651
0.05,0.0400236144578313
0.0541666666666667,0.0444077108433735
0.0583333333333333,0.0488125301204819
0.0625,0.0535122891566265
0.0666666666666667,0.0582669879518072
0.0708333333333333,0.0632173493975904
0.075,0.068384578313253
0.0791666666666667,0.0735493975903615
0.0833333333333333,0.0790795180722891
0.0875,0.0845484337349398
0.0916666666666667,0.0903156626506024
0.1,0.102026987951807
0.104166666666667,0.10824
0.108333333333333,0.114399036144578
0.1125,0.120814939759036
0.116666666666667,0.127224578313253
0.120833333333333,0.133859759036145
0.125,0.140717590361446
0.129166666666667,0.147550843373494
0.133333333333333,0.154762409638554
0.1375,0.161808674698795
0.141666666666667,0.169220240963855
0.145833333333333,0.176756626506024
0.15,0.184295903614458
0.154166666666667,0.192230843373494
0.158333333333333,0.200118554216867
0.1625,0.208369638554217
0.166666666666667,0.216634698795181
0.170833333333333,0.225173012048193
